,ID,Date,Latitude,Longitude,Year
278,ISCGEM852862,10/3/1965,49.426,156.417,1965
279,ISCGEM852863,10/3/1965,-42.968999999999994,-75.225,1965
280,ISCGEM852946,10/7/1965,12.347000000000001,114.485,1965
281,ISCGEM853033,10/10/1965,-59.225,-25.090999999999998,1965
282,ISCGEM853083,10/12/1965,56.19,-153.615,1965
283,ISCGEM853158,10/16/1965,3.113,128.558,1965
284,ISCGEM853181,10/17/1965,-7.981,156.287,1965
285,ISCGEM853224,10/18/1965,-1.28,127.725,1965
286,ISCGEM853243,10/19/1965,52.36600000000001,174.25400000000002,1965
287,ISCGEM853331,10/23/1965,53.901,-165.403,1965
288,ISCGEM853357,10/24/1965,4.203,125.787,1965
289,ISCGEM853361,10/24/1965,49.646,156.116,1965
290,ISCGEM853391,10/25/1965,44.12,145.389,1965
291,ISCGEMSUP853445,10/28/1965,-1.2570000000000001,127.735,1965
292,ISCGEM852129,11/3/1965,-9.031,-71.139,1965
293,ISCGEM852145,11/3/1965,-22.456999999999997,-113.788,1965
294,ISCGEM852189,11/5/1965,-3.1439999999999997,143.789,1965
295,ISCGEM852214,11/6/1965,-22.125999999999998,-113.928,1965
296,ISCGEM852381,11/12/1965,30.628,140.23,1965
297,ISCGEM852398,11/13/1965,43.745,87.84299999999999,1965
298,ISCGEM852416,11/13/1965,-29.414,-68.166,1965
299,ISCGEM852431,11/14/1965,36.514,141.22899999999998,1965
300,ISCGEM852463,11/15/1965,-0.22399999999999998,-18.645,1965
301,ISCGEM852478,11/16/1965,6.553,126.90299999999999,1965
302,ISCGEM852482,11/16/1965,30.886999999999997,-41.479,1965
303,ISCGEM852485,11/16/1965,25.449,125.319,1965
304,ISCGEM852520,11/18/1965,-7.058,129.347,1965
305,ISCGEM852521,11/18/1965,-18.855,-177.72099999999998,1965
306,ISCGEM852523,11/18/1965,53.909,160.579,1965
307,ISCGEM852557,11/20/1965,-7.225,129.12,1965
308,ISCGEM852583,11/21/1965,-6.193,130.40200000000002,1965
309,ISCGEM852609,11/22/1965,51.93600000000001,-176.092,1965
