"If Unique, Value = 1",AIRPORT,Year_Ended_December,Rank,Dom_Pax_In,Dom_Pax_Out,Dom_Pax_Total,Int_Pax_In,Int_Pax_Out,Int_Pax_Total,Pax_In,Pax_Out,Pax_Total
0,PARABURDOO,1999,-,18866,18933,37799,0,0,0,18866,18933,37799
0,PARABURDOO,2000,-,19244,18948,38192,0,0,0,19244,18948,38192
0,PARABURDOO,2001,-,20851,20552,41403,0,0,0,20851,20552,41403
0,PARABURDOO,2002,45,26510,26458,52968,0,0,0,26510,26458,52968
0,PARABURDOO,2003,42,30676,30307,60983,0,0,0,30676,30307,60983
0,PARABURDOO,2004,47,31715,31757,63472,0,0,0,31715,31757,63472
0,PARABURDOO,2005,45,39635,39517,79152,0,0,0,39635,39517,79152
0,PARABURDOO,2006,40,48244,48171,96415,0,0,0,48244,48171,96415
0,PARABURDOO,2007,40,52382,52568,104950,0,0,0,52382,52568,104950
0,PARABURDOO,2008,38,64457,65138,129595,0,0,0,64457,65138,129595
0,PARABURDOO,2009,37,63608,64087,127695,0,0,0,63608,64087,127695
0,PARABURDOO,2010,36,87065,88509,175574,0,0,0,87065,88509,175574
0,PARABURDOO,2011,29,123503,123121,246624,0,0,0,123503,123121,246624
0,PARABURDOO,2012,26,150516,150667,301183,0,0,0,150516,150667,301183
0,PARABURDOO,2013,32,115836,116457,232293,0,0,0,115836,116457,232293
0,PARABURDOO,2014,36,96674,96617,193291,0,0,0,96674,96617,193291
0,PARABURDOO,2015,37,82829,84284,167113,0,0,0,82829,84284,167113
0,PARABURDOO,2016,40,81431,82679,164110,0,0,0,81431,82679,164110
0,PARABURDOO,2017,40,82481,83653,166134,0,0,0,82481,83653,166134
0,PARABURDOO,2018,37,88741,89466,178207,0,0,0,88741,89466,178207
1,PARKES,1985,-,4116,4120,8236,0,0,0,4116,4120,8236
0,PARKES,1986,-,3650,3652,7302,0,0,0,3650,3652,7302
0,PARKES,1987,-,3792,3793,7585,0,0,0,3792,3793,7585
0,PARKES,1988,-,3778,3747,7525,0,0,0,3778,3747,7525
0,PARKES,1989,-,2842,2781,5623,0,0,0,2842,2781,5623
0,PARKES,1990,-,3063,3069,6132,0,0,0,3063,3069,6132
0,PARKES,1991,-,3303,3136,6439,0,0,0,3303,3136,6439
0,PARKES,1992,-,3393,3630,7023,0,0,0,3393,3630,7023
0,PARKES,1993,-,4698,4879,9577,0,0,0,4698,4879,9577
0,PARKES,1994,-,6285,6628,12913,0,0,0,6285,6628,12913
0,PARKES,1995,-,7719,7617,15336,0,0,0,7719,7617,15336
0,PARKES,1996,-,8604,8632,17236,0,0,0,8604,8632,17236
0,PARKES,1997,-,7623,7476,15099,0,0,0,7623,7476,15099
0,PARKES,1998,-,7717,7701,15418,0,0,0,7717,7701,15418
0,PARKES,1999,-,6679,6665,13344,0,0,0,6679,6665,13344
0,PARKES,2000,-,6635,6659,13294,0,0,0,6635,6659,13294
0,PARKES,2001,-,6143,5924,12067,0,0,0,6143,5924,12067
0,PARKES,2002,-,5803,5530,11333,0,0,0,5803,5530,11333
0,PARKES,2003,-,6727,6718,13445,0,0,0,6727,6718,13445
0,PARKES,2004,-,9591,9555,19146,0,0,0,9591,9555,19146
0,PARKES,2005,-,12652,12665,25317,0,0,0,12652,12665,25317
0,PARKES,2006,-,15247,15370,30617,0,0,0,15247,15370,30617
0,PARKES,2007,-,16712,16616,33328,0,0,0,16712,16616,33328
0,PARKES,2008,-,17102,17130,34232,0,0,0,17102,17130,34232
0,PARKES,2009,-,14110,14243,28353,0,0,0,14110,14243,28353
0,PARKES,2010,-,15731,15931,31662,0,0,0,15731,15931,31662
0,PARKES,2011,-,15845,15845,31690,0,0,0,15845,15845,31690
0,PARKES,2012,-,15088,15223,30311,0,0,0,15088,15223,30311
0,PARKES,2013,-,12886,13219,26105,0,0,0,12886,13219,26105
0,PARKES,2014,-,12391,12587,24978,0,0,0,12391,12587,24978
0,PARKES,2015,-,13128,13198,26326,0,0,0,13128,13198,26326
0,PARKES,2016,-,14137,14085,28222,0,0,0,14137,14085,28222
0,PARKES,2017,-,13960,14014,27974,0,0,0,13960,14014,27974
0,PARKES,2018,-,17064,17216,34280,0,0,0,17064,17216,34280
1,PERTH,1985,5,680950,676671,1357621,255255,245627,500882,936205,922298,1858503
0,PERTH,1986,5,723991,714521,1438512,292750,273616,566366,1016741,988137,2004878
0,PERTH,1987,4,764782,771382,1536164,331653,317546,649199,1096435,1088928,2185363
0,PERTH,1988,5,788259,791765,1580024,370072,344039,714111,1158331,1135804,2294135
0,PERTH,1989,4,618619,624374,1242993,414425,397329,811754,1033044,1021703,2054747
0,PERTH,1990,4,748004,750284,1498288,439326,421490,860816,1187330,1171774,2359104
0,PERTH,1991,4,1016847,1025879,2042726,422103,402069,824172,1438950,1427948,2866898
0,PERTH,1992,5,1002085,1010394,2012479,456933,440357,897290,1459018,1450751,2909769
0,PERTH,1993,4,1097623,1103531,2201154,512975,487894,1000869,1610598,1591425,3202023
0,PERTH,1994,4,1262179,1270077,2532256,574545,546501,1121046,1836724,1816578,3653302
0,PERTH,1995,4,1384627,1399061,2783688,609320,581517,1190837,1993947,1980578,3974525
0,PERTH,1996,4,1526525,1539807,3066332,659886,632241,1292127,2186411,2172048,4358459
0,PERTH,1997,4,1565892,1587103,3152995,714035,685479,1399514,2279927,2272582,4552509
0,PERTH,1998,4,1611197,1624327,3235524,733584,700493,1434077,2344781,2324820,4669601
0,PERTH,1999,4,1614352,1642735,3257087,755114,719784,1474898,2369466,2362519,4731985
0,PERTH,2000,4,1728932,1734190,3463122,810998,769624,1580622,2539930,2503814,5043744
0,PERTH,2001,4,1662012,1679791,3341803,814035,773344,1587379,2476047,2453135,4929182
0,PERTH,2002,4,1668292,1703023,3371315,837755,798667,1636422,2506047,2501690,5007737
0,PERTH,2003,4,1934347,1958276,3892623,817616,769006,1586622,2751963,2727282,5479245
0,PERTH,2004,4,2216159,2221132,4437291,930693,896696,1827389,3146852,3117828,6264680
0,PERTH,2005,4,2375422,2379250,4754672,1022241,984784,2007025,3397663,3364034,6761697
0,PERTH,2006,4,2705021,2724849,5429870,1042765,992112,2034877,3747786,3716961,7464747
0,PERTH,2007,4,3040097,3065149,6105246,1212943,1160625,2373568,4253040,4225774,8478814
0,PERTH,2008,4,3346848,3358332,6705180,1299846,1233176,2533022,4646694,4591508,9238202
0,PERTH,2009,4,3415365,3425672,6841037,1411683,1363054,2774737,4827048,4788726,9615774
0,PERTH,2010,4,3666157,3653696,7319853,1579445,1554264,3133709,5245602,5207960,10453562
0,PERTH,2011,4,4012703,4003329,8016032,1696939,1652529,3349468,5709642,5655858,11365500
0,PERTH,2012,4,4500495,4499076,8999571,1831576,1787192,3618768,6332071,6286268,12618339
0,PERTH,2013,4,4487326,4494546,8981872,1981237,1938603,3919840,6468563,6433149,12901712
0,PERTH,2014,4,4367566,4390953,8758519,2116598,2063809,4180407,6484164,6454762,12938926
0,PERTH,2015,4,4200070,4201462,8401532,2116736,2076097,4192833,6316806,6277559,12594365
0,PERTH,2016,4,4048286,4077200,8125486,2214255,2164920,4379175,6262541,6242120,12504661
0,PERTH,2017,4,3980708,4004317,7985025,2218252,2167215,4385467,6198960,6171532,12370492
0,PERTH,2018,4,4057923,4053972,8111895,2198586,2167385,4365971,6256509,6221357,12477866
1,PORT HEDLAND,1985,20,84735,86291,171026,1967,2123,4090,86702,88414,175116
0,PORT HEDLAND,1986,20,85822,87165,172987,2133,2028,4161,87955,89193,177148
0,PORT HEDLAND,1987,20,80857,81533,162390,2546,2569,5115,83403,84102,167505
0,PORT HEDLAND,1988,21,74245,75062,149307,2952,2947,5899,77197,78009,155206
0,PORT HEDLAND,1989,20,52927,52758,105685,2240,2526,4766,55167,55284,110451
0,PORT HEDLAND,1990,19,65280,66572,131852,2325,2624,4949,67605,69196,136801
0,PORT HEDLAND,1991,19,63553,64935,128488,2306,2668,4974,65859,67603,133462
0,PORT HEDLAND,1992,20,60699,62895,123594,2583,2593,5176,63282,65488,128770
0,PORT HEDLAND,1993,21,67817,68541,136358,2154,2301,4455,69971,70842,140813
0,PORT HEDLAND,1994,22,74223,75277,149500,1114,1188,2302,75337,76465,151802
0,PORT HEDLAND,1995,24,73544,73230,146774,541,726,1267,74085,73956,148041
0,PORT HEDLAND,1996,27,57582,57696,115278,756,780,1536,58338,58476,116814
0,PORT HEDLAND,1997,27,62068,62396,124464,1531,1678,3209,63599,64074,127673
0,PORT HEDLAND,1998,28,62355,62845,125200,2252,2146,4398,64607,64991,129598
0,PORT HEDLAND,1999,35,45658,46145,91803,1493,1476,2969,47151,47621,94772
0,PORT HEDLAND,2000,40,40361,40671,81032,0,0,0,40361,40671,81032
0,PORT HEDLAND,2001,37,37777,37772,75549,0,0,0,37777,37772,75549
0,PORT HEDLAND,2002,37,35997,36080,72077,0,0,0,35997,36080,72077
0,PORT HEDLAND,2003,35,43025,42920,85945,0,0,0,43025,42920,85945
0,PORT HEDLAND,2004,35,47929,48276,96205,0,0,0,47929,48276,96205
0,PORT HEDLAND,2005,33,53925,54364,108289,0,0,0,53925,54364,108289
0,PORT HEDLAND,2006,34,67810,69471,137281,0,0,0,67810,69471,137281
0,PORT HEDLAND,2007,31,91014,89315,180329,0,0,0,91014,89315,180329
0,PORT HEDLAND,2008,29,102684,103428,206112,0,0,0,102684,103428,206112
0,PORT HEDLAND,2009,25,119438,119068,238506,0,0,0,119438,119068,238506
0,PORT HEDLAND,2010,21,170408,171957,342365,1386,1653,3039,171794,173610,345404
0,PORT HEDLAND,2011,21,198751,199776,398527,783,703,1486,199534,200479,400013
0,PORT HEDLAND,2012,19,265667,267496,533163,0,0,0,265667,267496,533163
0,PORT HEDLAND,2013,20,240554,242987,483541,0,0,0,240554,242987,483541
0,PORT HEDLAND,2014,19,257604,258743,516347,0,0,0,257604,258743,516347
0,PORT HEDLAND,2015,21,205870,208669,414539,2492,2821,5313,208362,211490,419852
0,PORT HEDLAND,2016,23,176390,179113,355503,4297,4224,8521,180687,183337,364024
0,PORT HEDLAND,2017,25,173027,173931,346958,3620,3719,7339,176647,177650,354297
0,PORT HEDLAND,2018,25,184548,186765,371313,4215,4259,8474,188763,191024,379787
1,PORT LINCOLN,1985,26,44632,45501,90133,0,0,0,44632,45501,90133
0,PORT LINCOLN,1986,31,41247,41847,83094,0,0,0,41247,41847,83094
0,PORT LINCOLN,1987,36,33946,33769,67715,0,0,0,33946,33769,67715
0,PORT LINCOLN,1988,36,35364,35266,70630,0,0,0,35364,35266,70630
0,PORT LINCOLN,1989,27,36898,37557,74455,0,0,0,36898,37557,74455
0,PORT LINCOLN,1990,33,34643,35267,69910,0,0,0,34643,35267,69910
0,PORT LINCOLN,1991,32,36175,36620,72795,0,0,0,36175,36620,72795
0,PORT LINCOLN,1992,33,38686,39217,77903,0,0,0,38686,39217,77903
0,PORT LINCOLN,1993,31,42306,42487,84793,0,0,0,42306,42487,84793
0,PORT LINCOLN,1994,34,43394,43942,87336,0,0,0,43394,43942,87336
0,PORT LINCOLN,1995,35,43137,43523,86660,0,0,0,43137,43523,86660
0,PORT LINCOLN,1996,35,46211,46844,93055,0,0,0,46211,46844,93055
0,PORT LINCOLN,1997,34,47785,48454,96239,0,0,0,47785,48454,96239
0,PORT LINCOLN,1998,35,48525,49270,97795,0,0,0,48525,49270,97795
0,PORT LINCOLN,1999,34,49880,50720,100600,0,0,0,49880,50720,100600
0,PORT LINCOLN,2000,32,50034,50432,100466,0,0,0,50034,50432,100466
0,PORT LINCOLN,2001,32,46175,46652,92827,0,0,0,46175,46652,92827
0,PORT LINCOLN,2002,31,45540,45495,91035,0,0,0,45540,45495,91035
0,PORT LINCOLN,2003,30,49740,50318,100058,0,0,0,49740,50318,100058
0,PORT LINCOLN,2004,31,60815,61912,122727,0,0,0,60815,61912,122727
0,PORT LINCOLN,2005,31,65235,66383,131618,0,0,0,65235,66383,131618
0,PORT LINCOLN,2006,32,71292,72563,143855,0,0,0,71292,72563,143855
0,PORT LINCOLN,2007,34,70934,71976,142910,0,0,0,70934,71976,142910
0,PORT LINCOLN,2008,36,74570,75256,149826,0,0,0,74570,75256,149826
0,PORT LINCOLN,2009,36,74294,75199,149493,0,0,0,74294,75199,149493
0,PORT LINCOLN,2010,34,95574,96471,192045,0,0,0,95574,96471,192045
0,PORT LINCOLN,2011,35,98160,99334,197494,0,0,0,98160,99334,197494
0,PORT LINCOLN,2012,36,97307,98632,195939,0,0,0,97307,98632,195939
0,PORT LINCOLN,2013,37,94494,95121,189615,0,0,0,94494,95121,189615
0,PORT LINCOLN,2014,38,95081,95734,190815,0,0,0,95081,95734,190815
0,PORT LINCOLN,2015,36,92434,93358,185792,0,0,0,92434,93358,185792
0,PORT LINCOLN,2016,36,89337,89510,178847,0,0,0,89337,89510,178847
0,PORT LINCOLN,2017,39,85446,85976,171422,0,0,0,85446,85976,171422
0,PORT LINCOLN,2018,38,84392,85207,169599,0,0,0,84392,85207,169599
1,PORT MACQUARIE,1985,38,35646,35321,70967,0,0,0,35646,35321,70967
0,PORT MACQUARIE,1986,36,38544,38018,76562,0,0,0,38544,38018,76562
0,PORT MACQUARIE,1987,29,44369,43136,87505,0,0,0,44369,43136,87505
0,PORT MACQUARIE,1988,39,32316,31403,63719,0,0,0,32316,31403,63719
0,PORT MACQUARIE,1989,-,21239,20566,41805,0,0,0,21239,20566,41805
0,PORT MACQUARIE,1990,-,23678,21581,45259,0,0,0,23678,21581,45259
0,PORT MACQUARIE,1991,-,23711,23864,47575,0,0,0,23711,23864,47575
0,PORT MACQUARIE,1992,-,24818,24991,49809,0,0,0,24818,24991,49809
0,PORT MACQUARIE,1993,36,37037,36242,73279,0,0,0,37037,36242,73279
0,PORT MACQUARIE,1994,38,38714,38891,77605,0,0,0,38714,38891,77605
0,PORT MACQUARIE,1995,38,38372,38187,76559,0,0,0,38372,38187,76559
0,PORT MACQUARIE,1996,39,37644,38163,75807,0,0,0,37644,38163,75807
0,PORT MACQUARIE,1997,40,37227,37354,74581,0,0,0,37227,37354,74581
0,PORT MACQUARIE,1998,40,36890,36969,73859,0,0,0,36890,36969,73859
0,PORT MACQUARIE,1999,39,38374,38541,76915,0,0,0,38374,38541,76915
0,PORT MACQUARIE,2000,36,43140,42884,86024,0,0,0,43140,42884,86024
0,PORT MACQUARIE,2001,35,39390,39777,79167,0,0,0,39390,39777,79167
0,PORT MACQUARIE,2002,35,37960,37927,75887,0,0,0,37960,37927,75887
0,PORT MACQUARIE,2003,38,38206,37815,76021,0,0,0,38206,37815,76021
0,PORT MACQUARIE,2004,37,43926,43784,87710,0,0,0,43926,43784,87710
0,PORT MACQUARIE,2005,34,51877,51967,103844,0,0,0,51877,51967,103844
0,PORT MACQUARIE,2006,36,55993,56446,112439,0,0,0,55993,56446,112439
0,PORT MACQUARIE,2007,37,60182,61621,121803,0,0,0,60182,61621,121803
0,PORT MACQUARIE,2008,34,85081,84878,169959,0,0,0,85081,84878,169959
0,PORT MACQUARIE,2009,29,101494,102240,203734,0,0,0,101494,102240,203734
0,PORT MACQUARIE,2010,27,110879,111887,222766,0,0,0,110879,111887,222766
0,PORT MACQUARIE,2011,31,106976,107311,214287,0,0,0,106976,107311,214287
0,PORT MACQUARIE,2012,33,115921,116393,232314,0,0,0,115921,116393,232314
0,PORT MACQUARIE,2013,33,113618,114846,228464,0,0,0,113618,114846,228464
0,PORT MACQUARIE,2014,32,114918,115533,230451,0,0,0,114918,115533,230451
0,PORT MACQUARIE,2015,30,108806,109621,218427,0,0,0,108806,109621,218427
0,PORT MACQUARIE,2016,30,112749,113004,225753,0,0,0,112749,113004,225753
0,PORT MACQUARIE,2017,30,113464,114380,227844,0,0,0,113464,114380,227844
0,PORT MACQUARIE,2018,32,107231,107498,214729,0,0,0,107231,107498,214729
1,PROSERPINE,1985,30,40665,41211,81876,0,0,0,40665,41211,81876
0,PROSERPINE,1986,33,40712,40161,80873,0,0,0,40712,40161,80873
0,PROSERPINE,1987,41,30594,30890,61484,0,0,0,30594,30890,61484
0,PROSERPINE,1988,40,31550,31708,63258,0,0,0,31550,31708,63258
0,PROSERPINE,1989,-,19976,20027,40003,0,0,0,19976,20027,40003
0,PROSERPINE,1990,-,20539,20170,40709,0,0,0,20539,20170,40709
0,PROSERPINE,1991,41,25143,25667,50810,0,0,0,25143,25667,50810
0,PROSERPINE,1992,43,25858,26616,52474,0,0,0,25858,26616,52474
0,PROSERPINE,1993,39,32867,33397,66264,0,0,0,32867,33397,66264
0,PROSERPINE,1994,33,44187,44250,88437,0,0,0,44187,44250,88437
0,PROSERPINE,1995,34,48544,48447,96991,0,0,0,48544,48447,96991
0,PROSERPINE,1996,34,47734,48187,95921,0,0,0,47734,48187,95921
0,PROSERPINE,1997,37,45113,45542,90655,0,0,0,45113,45542,90655
0,PROSERPINE,1998,37,44720,44922,89642,0,0,0,44720,44922,89642
0,PROSERPINE,1999,36,45142,45404,90546,0,0,0,45142,45404,90546
0,PROSERPINE,2000,37,42087,42392,84479,0,0,0,42087,42392,84479
0,PROSERPINE,2001,43,29301,29735,59036,0,0,0,29301,29735,59036
0,PROSERPINE,2002,38,33385,33246,66631,0,0,0,33385,33246,66631
0,PROSERPINE,2003,32,47207,47758,94965,0,0,0,47207,47758,94965
0,PROSERPINE,2004,23,91830,91616,183446,0,0,0,91830,91616,183446
0,PROSERPINE,2005,23,118118,119347,237465,0,0,0,118118,119347,237465
0,PROSERPINE,2006,24,117187,119772,236959,0,0,0,117187,119772,236959
0,PROSERPINE,2007,24,132543,134217,266760,0,0,0,132543,134217,266760
0,PROSERPINE,2008,26,122946,123221,246167,0,0,0,122946,123221,246167
0,PROSERPINE,2009,26,111233,109631,220864,0,0,0,111233,109631,220864
0,PROSERPINE,2010,29,105478,105038,210516,0,0,0,105478,105038,210516
0,PROSERPINE,2011,33,101679,103263,204942,0,0,0,101679,103263,204942
0,PROSERPINE,2012,32,114521,118292,232813,0,0,0,114521,118292,232813
0,PROSERPINE,2013,30,115471,118931,234402,0,0,0,115471,118931,234402
0,PROSERPINE,2014,27,130908,133430,264338,0,0,0,130908,133430,264338
0,PROSERPINE,2015,26,158287,160842,319129,0,0,0,158287,160842,319129
0,PROSERPINE,2016,25,169649,173189,342838,0,0,0,169649,173189,342838
0,PROSERPINE,2017,20,212285,213286,425571,0,0,0,212285,213286,425571
0,PROSERPINE,2018,19,222860,225715,448575,0,0,0,222860,225715,448575
1,ROCKHAMPTON,1985,13,214746,215702,430448,0,0,0,214746,215702,430448
0,ROCKHAMPTON,1986,13,218648,218814,437462,0,0,0,218648,218814,437462
0,ROCKHAMPTON,1987,14,220660,220899,441559,0,0,0,220660,220899,441559
0,ROCKHAMPTON,1988,14,219019,220669,439688,0,0,0,219019,220669,439688
0,ROCKHAMPTON,1989,14,135485,135904,271389,0,0,0,135485,135904,271389
0,ROCKHAMPTON,1990,14,127115,127258,254373,0,0,0,127115,127258,254373
0,ROCKHAMPTON,1991,14,142870,142639,285509,0,0,0,142870,142639,285509
0,ROCKHAMPTON,1992,14,154347,154361,308708,0,0,0,154347,154361,308708
0,ROCKHAMPTON,1993,14,155385,155646,311031,0,0,0,155385,155646,311031
0,ROCKHAMPTON,1994,15,151655,151674,303329,0,0,0,151655,151674,303329
0,ROCKHAMPTON,1995,14,153820,154244,308064,0,0,0,153820,154244,308064
0,ROCKHAMPTON,1996,16,152171,153077,305248,0,0,0,152171,153077,305248
0,ROCKHAMPTON,1997,15,156465,156798,313263,0,0,0,156465,156798,313263
0,ROCKHAMPTON,1998,15,150425,150508,300933,0,0,0,150425,150508,300933
0,ROCKHAMPTON,1999,17,142050,142074,284124,0,0,0,142050,142074,284124
0,ROCKHAMPTON,2000,16,149476,149904,299380,0,0,0,149476,149904,299380
0,ROCKHAMPTON,2001,17,124692,125050,249742,0,0,0,124692,125050,249742
0,ROCKHAMPTON,2002,18,120041,120330,240371,0,0,0,120041,120330,240371
0,ROCKHAMPTON,2003,16,181751,180715,362466,0,0,0,181751,180715,362466
0,ROCKHAMPTON,2004,16,237907,236289,474196,0,0,0,237907,236289,474196
0,ROCKHAMPTON,2005,17,289440,293059,582499,0,0,0,289440,293059,582499
0,ROCKHAMPTON,2006,17,305119,308171,613290,0,0,0,305119,308171,613290
0,ROCKHAMPTON,2007,16,330484,331385,661869,0,0,0,330484,331385,661869
0,ROCKHAMPTON,2008,16,355101,354790,709891,0,0,0,355101,354790,709891
0,ROCKHAMPTON,2009,16,371572,371765,743337,0,0,0,371572,371765,743337
0,ROCKHAMPTON,2010,16,387768,389444,777212,0,0,0,387768,389444,777212
0,ROCKHAMPTON,2011,17,348996,352031,701027,0,0,0,348996,352031,701027
0,ROCKHAMPTON,2012,17,368550,371927,740477,0,0,0,368550,371927,740477
0,ROCKHAMPTON,2013,17,347060,349442,696502,0,0,0,347060,349442,696502
0,ROCKHAMPTON,2014,17,324195,327216,651411,0,0,0,324195,327216,651411
0,ROCKHAMPTON,2015,16,306420,308045,614465,0,0,0,306420,308045,614465
0,ROCKHAMPTON,2016,17,291994,292253,584247,0,0,0,291994,292253,584247
0,ROCKHAMPTON,2017,17,278460,278054,556514,0,0,0,278460,278054,556514
0,ROCKHAMPTON,2018,17,276043,275553,551596,0,0,0,276043,275553,551596
1,ROMA,1985,-,8378,8310,16688,0,0,0,8378,8310,16688
0,ROMA,1986,-,7785,7712,15497,0,0,0,7785,7712,15497
0,ROMA,1987,-,1652,1647,3299,0,0,0,1652,1647,3299
0,ROMA,1988,-,0,0,0,0,0,0,0,0,0
0,ROMA,1989,-,0,0,0,0,0,0,0,0,0
0,ROMA,1990,-,0,0,0,0,0,0,0,0,0
0,ROMA,1991,-,2150,2357,4507,0,0,0,2150,2357,4507
0,ROMA,1992,-,3022,3094,6116,0,0,0,3022,3094,6116
0,ROMA,1993,-,3502,3558,7060,0,0,0,3502,3558,7060
0,ROMA,1994,-,3802,3884,7686,0,0,0,3802,3884,7686
0,ROMA,1995,-,4168,4197,8365,0,0,0,4168,4197,8365
0,ROMA,1996,-,4586,4708,9294,0,0,0,4586,4708,9294
0,ROMA,1997,-,5056,5065,10121,0,0,0,5056,5065,10121
0,ROMA,1998,-,5647,5659,11306,0,0,0,5647,5659,11306
0,ROMA,1999,-,5854,5944,11798,0,0,0,5854,5944,11798
0,ROMA,2000,-,5889,5753,11642,0,0,0,5889,5753,11642
0,ROMA,2001,-,5074,5024,10098,0,0,0,5074,5024,10098
0,ROMA,2002,-,5404,5399,10803,0,0,0,5404,5399,10803
0,ROMA,2003,-,5148,5070,10218,0,0,0,5148,5070,10218
0,ROMA,2004,-,6715,6729,13444,0,0,0,6715,6729,13444
0,ROMA,2005,-,7421,7522,14943,0,0,0,7421,7522,14943
0,ROMA,2006,-,9459,9535,18994,0,0,0,9459,9535,18994
0,ROMA,2007,-,12685,12854,25539,0,0,0,12685,12854,25539
0,ROMA,2008,-,17928,17887,35815,0,0,0,17928,17887,35815
0,ROMA,2009,-,21899,21746,43645,0,0,0,21899,21746,43645
0,ROMA,2010,59,26235,25997,52232,0,0,0,26235,25997,52232
0,ROMA,2011,50,36177,41253,77430,0,0,0,36177,41253,77430
0,ROMA,2012,43,64831,64679,129510,0,0,0,64831,64679,129510
0,ROMA,2013,35,107075,107533,214608,0,0,0,107075,107533,214608
0,ROMA,2014,30,118539,121226,239765,0,0,0,118539,121226,239765
0,ROMA,2015,43,68267,69886,138153,0,0,0,68267,69886,138153
0,ROMA,2016,48,39522,39012,78534,0,0,0,39522,39012,78534
0,ROMA,2017,49,38144,37173,75317,0,0,0,38144,37173,75317
0,ROMA,2018,50,39277,38832,78109,0,0,0,39277,38832,78109
1,SUNSHINE COAST,1985,27,44186,44789,88975,0,0,0,44186,44789,88975
0,SUNSHINE COAST,1986,29,44183,44068,88251,0,0,0,44183,44068,88251
0,SUNSHINE COAST,1987,31,42263,42953,85216,0,0,0,42263,42953,85216
0,SUNSHINE COAST,1988,29,44621,44353,88974,0,0,0,44621,44353,88974
0,SUNSHINE COAST,1989,34,27934,29066,57000,0,0,0,27934,29066,57000
0,SUNSHINE COAST,1990,29,39953,38245,78198,0,0,0,39953,38245,78198
0,SUNSHINE COAST,1991,25,51196,50827,102023,0,0,0,51196,50827,102023
0,SUNSHINE COAST,1992,19,79725,78970,158695,0,0,0,79725,78970,158695
0,SUNSHINE COAST,1993,18,99737,98717,198454,0,0,0,99737,98717,198454
0,SUNSHINE COAST,1994,18,124716,124998,249714,0,0,0,124716,124998,249714
0,SUNSHINE COAST,1995,17,146487,145305,291792,0,0,0,146487,145305,291792
0,SUNSHINE COAST,1996,15,159907,159238,319145,0,0,0,159907,159238,319145
0,SUNSHINE COAST,1997,18,142675,140681,283356,0,0,0,142675,140681,283356
0,SUNSHINE COAST,1998,18,141052,138494,279546,0,0,0,141052,138494,279546
0,SUNSHINE COAST,1999,16,148995,149538,298533,0,0,0,148995,149538,298533
0,SUNSHINE COAST,2000,18,134344,133958,268302,0,0,0,134344,133958,268302
0,SUNSHINE COAST,2001,18,115307,115390,230697,0,0,0,115307,115390,230697
0,SUNSHINE COAST,2002,17,121847,119853,241700,0,0,0,121847,119853,241700
0,SUNSHINE COAST,2003,15,196537,195596,392133,0,0,0,196537,195596,392133
0,SUNSHINE COAST,2004,14,257760,258407,516167,0,0,0,257760,258407,516167
0,SUNSHINE COAST,2005,13,382299,381838,764137,0,0,0,382299,381838,764137
0,SUNSHINE COAST,2006,14,421910,424813,846723,0,0,0,421910,424813,846723
0,SUNSHINE COAST,2007,14,435196,432973,868169,0,0,0,435196,432973,868169
0,SUNSHINE COAST,2008,14,476109,474414,950523,0,0,0,476109,474414,950523
0,SUNSHINE COAST,2009,15,429738,429269,859007,0,0,0,429738,429269,859007
0,SUNSHINE COAST,2010,15,431498,432171,863669,0,0,0,431498,432171,863669
0,SUNSHINE COAST,2011,15,426912,430503,857415,0,0,0,426912,430503,857415
0,SUNSHINE COAST,2012,16,394371,395291,789662,2864,2849,5713,397235,398140,795375
0,SUNSHINE COAST,2013,15,428785,429314,858099,4398,4007,8405,433183,433321,866504
0,SUNSHINE COAST,2014,15,430049,432051,862100,5415,4833,10248,435464,436884,872348
0,SUNSHINE COAST,2015,14,443439,444667,888106,7056,6542,13598,450495,451209,901704
0,SUNSHINE COAST,2016,14,495416,497336,992752,9327,8179,17506,504743,505515,1010258
0,SUNSHINE COAST,2017,14,555993,556972,1112965,7445,6274,13719,563438,563246,1126684
0,SUNSHINE COAST,2018,14,609711,610891,1220602,7619,6684,14303,617330,617575,1234905
1,SYDNEY,1985,1,3194709,3183325,6378034,1402153,1369967,2772120,4596862,4553292,9150154
0,SYDNEY,1986,1,3410103,3403111,6813214,1565404,1520933,3086337,4975507,4924044,9899551
0,SYDNEY,1987,1,3652839,3610677,7263516,1804592,1764917,3569509,5457431,5375594,10833025
0,SYDNEY,1988,1,4109920,4038008,8147928,2048596,2057864,4106460,6158516,6095872,12254388
0,SYDNEY,1989,1,3087975,3042685,6130660,2007167,2019129,4026296,5095142,5061814,10156956
0,SYDNEY,1990,1,3803772,3727373,7531145,2109365,2154726,4264091,5913137,5882099,11795236
0,SYDNEY,1991,1,4967461,4897902,9865363,2092851,2127421,4220272,7060312,7025323,14085635
0,SYDNEY,1992,1,5273781,5178851,10452632,2209085,2296571,4505656,7482866,7475422,14958288
0,SYDNEY,1993,1,5605666,5483727,11089393,2349534,2428481,4778015,7955200,7912208,15867408
0,SYDNEY,1994,1,6292521,6050575,12343096,2620935,2737559,5358494,8913456,8788134,17701590
0,SYDNEY,1995,1,6713009,6500543,13213552,2860569,2977882,5838451,9573578,9478425,19052003
0,SYDNEY,1996,1,7066370,6835310,13901680,3164586,3313158,6477744,10230956,10148468,20379424
