"If Unique, Value = 1",AIRPORT,Year_Ended_December,Rank,Dom_Pax_In,Dom_Pax_Out,Dom_Pax_Total,Int_Pax_In,Int_Pax_Out,Int_Pax_Total,Pax_In,Pax_Out,Pax_Total
1,ADELAIDE,1985,4,957880,953867,1911747,55353,52681,108034,1013233,1006548,2019781
0,ADELAIDE,1986,4,991011,987422,1978433,70273,66298,136571,1061284,1053720,2115004
0,ADELAIDE,1987,5,1004223,1004620,2008843,71765,67927,139692,1075988,1072547,2148535
0,ADELAIDE,1988,4,1082379,1081872,2164251,72473,68411,140884,1154852,1150283,2305135
0,ADELAIDE,1989,5,864156,870896,1735052,75625,71553,147178,939781,942449,1882230
0,ADELAIDE,1990,5,1050530,1057316,2107846,92869,88528,181397,1143399,1145844,2289243
0,ADELAIDE,1991,5,1312333,1317683,2630016,96960,95124,192084,1409293,1412807,2822100
0,ADELAIDE,1992,4,1363408,1366447,2729855,103932,100531,204463,1467340,1466978,2934318
0,ADELAIDE,1993,5,1452121,1457774,2909895,112290,104129,216419,1564411,1561903,3126314
0,ADELAIDE,1994,5,1578541,1596209,3174750,111407,102949,214356,1689948,1699158,3389106
0,ADELAIDE,1995,5,1704117,1715577,3419694,107676,99945,207621,1811793,1815522,3627315
0,ADELAIDE,1996,5,1777723,1782106,3559829,103704,102159,205863,1881427,1884265,3765692
0,ADELAIDE,1997,5,1815098,1821304,3636402,105895,102995,208890,1920993,1924299,3845292
0,ADELAIDE,1998,5,1893971,1895487,3789458,112689,110346,223035,2006660,2005833,4012493
0,ADELAIDE,1999,5,1925483,1935427,3860910,123513,117501,241014,2048996,2052928,4101924
0,ADELAIDE,2000,5,1983734,1979425,3963159,139535,130564,270099,2123269,2109989,4233258
0,ADELAIDE,2001,5,2088198,2094282,4182480,124361,117483,241844,2212559,2211765,4424324
0,ADELAIDE,2002,5,1996080,1998230,3994310,115448,108903,224351,2111528,2107133,4218661
0,ADELAIDE,2003,5,2188997,2195098,4384095,107577,99272,206849,2296574,2294370,4590944
0,ADELAIDE,2004,5,2415418,2424467,4839885,147055,139028,286083,2562473,2563495,5125968
0,ADELAIDE,2005,5,2621067,2640610,5261677,172571,161727,334298,2793638,2802337,5595975
0,ADELAIDE,2006,5,2793335,2798978,5592313,209029,191460,400489,3002364,2990438,5992802
0,ADELAIDE,2007,5,2946819,2959610,5906429,234751,220398,455149,3181570,3180008,6361578
0,ADELAIDE,2008,5,3127058,3143311,6270369,249375,230304,479679,3376433,3373615,6750048
0,ADELAIDE,2009,5,3164872,3175476,6340348,257754,243645,501399,3422626,3419121,6841747
0,ADELAIDE,2010,5,3374605,3383607,6758212,273337,259055,532392,3647942,3642662,7290604
0,ADELAIDE,2011,5,3221062,3217272,6438334,296137,286936,583073,3517199,3504208,7021407
0,ADELAIDE,2012,5,3208500,3208315,6416815,330842,319235,650077,3539342,3527550,7066892
0,ADELAIDE,2013,5,3285242,3289047,6574289,406878,392707,799585,3692120,3681754,7373874
0,ADELAIDE,2014,5,3364494,3367105,6731599,488795,478470,967265,3853289,3845575,7698864
0,ADELAIDE,2015,5,3402848,3396933,6799781,438120,433268,871388,3840968,3830201,7671169
0,ADELAIDE,2016,5,3502850,3493144,6995994,460538,463641,924179,3963388,3956785,7920173
0,ADELAIDE,2017,5,3577907,3571052,7148959,484696,478279,962975,4062603,4049331,8111934
0,ADELAIDE,2018,5,3662255,3658087,7320342,515561,510400,1025961,4177816,4168487,8346303
1,ALBANY,1985,-,6330,6313,12643,0,0,0,6330,6313,12643
0,ALBANY,1986,-,7298,7152,14450,0,0,0,7298,7152,14450
0,ALBANY,1987,-,7601,7497,15098,0,0,0,7601,7497,15098
0,ALBANY,1988,-,7729,7764,15493,0,0,0,7729,7764,15493
0,ALBANY,1989,-,7173,7223,14396,0,0,0,7173,7223,14396
0,ALBANY,1990,-,7428,7390,14818,0,0,0,7428,7390,14818
0,ALBANY,1991,-,7434,7159,14593,0,0,0,7434,7159,14593
0,ALBANY,1992,-,7485,7526,15011,0,0,0,7485,7526,15011
0,ALBANY,1993,-,8192,8032,16224,0,0,0,8192,8032,16224
0,ALBANY,1994,-,9492,9464,18956,0,0,0,9492,9464,18956
0,ALBANY,1995,-,12176,12008,24184,0,0,0,12176,12008,24184
0,ALBANY,1996,-,15007,14986,29993,0,0,0,15007,14986,29993
0,ALBANY,1997,-,16225,15843,32068,0,0,0,16225,15843,32068
0,ALBANY,1998,-,17543,17296,34839,0,0,0,17543,17296,34839
0,ALBANY,1999,-,19973,19931,39904,0,0,0,19973,19931,39904
0,ALBANY,2000,-,22150,21872,44022,0,0,0,22150,21872,44022
0,ALBANY,2001,-,18883,18915,37798,0,0,0,18883,18915,37798
0,ALBANY,2002,-,16837,16991,33828,0,0,0,16837,16991,33828
0,ALBANY,2003,-,17622,17620,35242,0,0,0,17622,17620,35242
0,ALBANY,2004,-,20548,20330,40878,0,0,0,20548,20330,40878
0,ALBANY,2005,-,22681,22939,45620,0,0,0,22681,22939,45620
0,ALBANY,2006,56,25820,25884,51704,0,0,0,25820,25884,51704
0,ALBANY,2007,57,27243,27395,54638,0,0,0,27243,27395,54638
0,ALBANY,2008,59,28406,28435,56841,0,0,0,28406,28435,56841
0,ALBANY,2009,59,25016,25365,50381,0,0,0,25016,25365,50381
0,ALBANY,2010,55,27289,27113,54402,0,0,0,27289,27113,54402
0,ALBANY,2011,59,29274,29089,58363,0,0,0,29274,29089,58363
0,ALBANY,2012,58,29502,29496,58998,0,0,0,29502,29496,58998
0,ALBANY,2013,57,29380,29523,58903,0,0,0,29380,29523,58903
0,ALBANY,2014,56,29996,30059,60055,0,0,0,29996,30059,60055
0,ALBANY,2015,59,26791,26766,53557,0,0,0,26791,26766,53557
0,ALBANY,2016,58,27069,27338,54407,0,0,0,27069,27338,54407
0,ALBANY,2017,61,28117,28444,56561,0,0,0,28117,28444,56561
0,ALBANY,2018,60,30109,30524,60633,0,0,0,30109,30524,60633
1,ALBURY,1985,15,133837,132536,266373,0,0,0,133837,132536,266373
0,ALBURY,1986,16,140242,139806,280048,0,0,0,140242,139806,280048
0,ALBURY,1987,16,129544,128137,257681,0,0,0,129544,128137,257681
0,ALBURY,1988,17,100096,99269,199365,0,0,0,100096,99269,199365
0,ALBURY,1989,19,56835,56776,113611,0,0,0,56835,56776,113611
0,ALBURY,1990,24,47392,46707,94099,0,0,0,47392,46707,94099
0,ALBURY,1991,23,54748,55298,110046,0,0,0,54748,55298,110046
0,ALBURY,1992,23,59819,58559,118378,0,0,0,59819,58559,118378
0,ALBURY,1993,22,62158,62801,124959,0,0,0,62158,62801,124959
0,ALBURY,1994,23,71409,71862,143271,0,0,0,71409,71862,143271
0,ALBURY,1995,23,74539,73971,148510,0,0,0,74539,73971,148510
0,ALBURY,1996,23,75765,76325,152090,0,0,0,75765,76325,152090
0,ALBURY,1997,23,78085,78540,156625,0,0,0,78085,78540,156625
0,ALBURY,1998,23,78407,78379,156786,0,0,0,78407,78379,156786
0,ALBURY,1999,25,78589,78993,157582,0,0,0,78589,78993,157582
0,ALBURY,2000,24,83572,83623,167195,0,0,0,83572,83623,167195
0,ALBURY,2001,24,72600,71884,144484,0,0,0,72600,71884,144484
0,ALBURY,2002,25,62926,62043,124969,0,0,0,62926,62043,124969
0,ALBURY,2003,24,70889,70981,141870,0,0,0,70889,70981,141870
0,ALBURY,2004,24,88308,88592,176900,0,0,0,88308,88592,176900
0,ALBURY,2005,26,95424,95348,190772,0,0,0,95424,95348,190772
0,ALBURY,2006,25,102111,102355,204466,0,0,0,102111,102355,204466
0,ALBURY,2007,26,109138,110874,220012,0,0,0,109138,110874,220012
0,ALBURY,2008,24,140183,138131,278314,0,0,0,140183,138131,278314
0,ALBURY,2009,24,141601,140600,282201,0,0,0,141601,140600,282201
0,ALBURY,2010,24,146339,145460,291799,0,0,0,146339,145460,291799
0,ALBURY,2011,26,140033,140438,280471,0,0,0,140033,140438,280471
0,ALBURY,2012,29,137996,138766,276762,0,0,0,137996,138766,276762
0,ALBURY,2013,27,129103,130343,259446,0,0,0,129103,130343,259446
0,ALBURY,2014,29,123256,124551,247807,0,0,0,123256,124551,247807
0,ALBURY,2015,28,119487,119967,239454,0,0,0,119487,119967,239454
0,ALBURY,2016,28,125564,125790,251354,0,0,0,125564,125790,251354
0,ALBURY,2017,28,132538,133054,265592,0,0,0,132538,133054,265592
0,ALBURY,2018,28,128157,129177,257334,0,0,0,128157,129177,257334
1,ALICE SPRINGS,1985,12,246496,247102,493598,0,0,0,246496,247102,493598
0,ALICE SPRINGS,1986,10,300054,298834,598888,0,0,0,300054,298834,598888
0,ALICE SPRINGS,1987,10,342412,346651,689063,0,0,0,342412,346651,689063
0,ALICE SPRINGS,1988,10,364014,366656,730670,0,0,0,364014,366656,730670
0,ALICE SPRINGS,1989,10,249855,251325,501180,0,0,0,249855,251325,501180
0,ALICE SPRINGS,1990,9,328047,330009,658056,0,0,0,328047,330009,658056
0,ALICE SPRINGS,1991,9,355306,357022,712328,0,0,0,355306,357022,712328
0,ALICE SPRINGS,1992,9,368621,371848,740469,0,0,0,368621,371848,740469
0,ALICE SPRINGS,1993,9,424882,430264,855146,0,0,0,424882,430264,855146
0,ALICE SPRINGS,1994,9,461370,471679,933049,0,0,0,461370,471679,933049
0,ALICE SPRINGS,1995,9,447523,461249,908772,0,0,0,447523,461249,908772
0,ALICE SPRINGS,1996,11,407053,416644,823697,0,0,0,407053,416644,823697
0,ALICE SPRINGS,1997,11,387807,394722,782529,0,0,0,387807,394722,782529
0,ALICE SPRINGS,1998,11,393923,402098,796021,0,0,0,393923,402098,796021
0,ALICE SPRINGS,1999,11,390960,399665,790625,0,0,0,390960,399665,790625
0,ALICE SPRINGS,2000,11,375679,383595,759274,0,0,0,375679,383595,759274
0,ALICE SPRINGS,2001,12,314744,320971,635715,0,0,0,314744,320971,635715
0,ALICE SPRINGS,2002,13,274176,280058,554234,0,0,0,274176,280058,554234
0,ALICE SPRINGS,2003,13,290275,296142,586417,0,0,0,290275,296142,586417
0,ALICE SPRINGS,2004,13,301381,308527,609908,0,0,0,301381,308527,609908
0,ALICE SPRINGS,2005,16,294444,304636,599080,0,0,0,294444,304636,599080
0,ALICE SPRINGS,2006,16,303755,315134,618889,0,0,0,303755,315134,618889
0,ALICE SPRINGS,2007,17,307563,315962,623525,0,0,0,307563,315962,623525
0,ALICE SPRINGS,2008,17,322350,328530,650880,0,0,0,322350,328530,650880
0,ALICE SPRINGS,2009,17,334149,340752,674901,0,0,0,334149,340752,674901
0,ALICE SPRINGS,2010,17,330580,338264,668844,0,0,0,330580,338264,668844
0,ALICE SPRINGS,2011,18,296213,302536,598749,0,0,0,296213,302536,598749
0,ALICE SPRINGS,2012,18,287664,292088,579752,0,0,0,287664,292088,579752
0,ALICE SPRINGS,2013,18,325402,329843,655245,0,0,0,325402,329843,655245
0,ALICE SPRINGS,2014,18,309321,311748,621069,0,0,0,309321,311748,621069
0,ALICE SPRINGS,2015,18,293873,299637,593510,0,0,0,293873,299637,593510
0,ALICE SPRINGS,2016,16,304462,307712,612174,0,0,0,304462,307712,612174
0,ALICE SPRINGS,2017,16,307898,310595,618493,0,0,0,307898,310595,618493
0,ALICE SPRINGS,2018,16,308370,313042,621412,0,0,0,308370,313042,621412
1,ARMIDALE,1985,35,36907,36972,73879,0,0,0,36907,36972,73879
0,ARMIDALE,1986,32,41100,40245,81345,0,0,0,41100,40245,81345
0,ARMIDALE,1987,28,44464,44133,88597,0,0,0,44464,44133,88597
0,ARMIDALE,1988,32,39352,39069,78421,0,0,0,39352,39069,78421
0,ARMIDALE,1989,-,23031,22499,45530,0,0,0,23031,22499,45530
0,ARMIDALE,1990,-,24836,24608,49444,0,0,0,24836,24608,49444
0,ARMIDALE,1991,42,25140,24942,50082,0,0,0,25140,24942,50082
0,ARMIDALE,1992,44,25985,25960,51945,0,0,0,25985,25960,51945
0,ARMIDALE,1993,42,29336,29190,58526,0,0,0,29336,29190,58526
0,ARMIDALE,1994,43,32863,32809,65672,0,0,0,32863,32809,65672
0,ARMIDALE,1995,43,33367,33067,66434,0,0,0,33367,33067,66434
0,ARMIDALE,1996,43,32341,31901,64242,0,0,0,32341,31901,64242
0,ARMIDALE,1997,44,32581,32375,64956,0,0,0,32581,32375,64956
0,ARMIDALE,1998,43,34260,34172,68432,0,0,0,34260,34172,68432
0,ARMIDALE,1999,44,32969,33141,66110,0,0,0,32969,33141,66110
0,ARMIDALE,2000,42,37468,37257,74725,0,0,0,37468,37257,74725
0,ARMIDALE,2001,41,34723,34487,69210,0,0,0,34723,34487,69210
0,ARMIDALE,2002,42,29634,29471,59105,0,0,0,29634,29471,59105
0,ARMIDALE,2003,45,30385,30254,60639,0,0,0,30385,30254,60639
0,ARMIDALE,2004,42,36698,36999,73697,0,0,0,36698,36999,73697
0,ARMIDALE,2005,38,48802,48570,97372,0,0,0,48802,48570,97372
0,ARMIDALE,2006,42,47031,47469,94500,0,0,0,47031,47469,94500
0,ARMIDALE,2007,45,44667,45457,90124,0,0,0,44667,45457,90124
0,ARMIDALE,2008,45,47363,47525,94888,0,0,0,47363,47525,94888
0,ARMIDALE,2009,43,49017,48845,97862,0,0,0,49017,48845,97862
0,ARMIDALE,2010,43,52400,52253,104653,0,0,0,52400,52253,104653
0,ARMIDALE,2011,43,52317,52122,104439,0,0,0,52317,52122,104439
0,ARMIDALE,2012,45,53910,53478,107388,0,0,0,53910,53478,107388
0,ARMIDALE,2013,46,53829,54197,108026,0,0,0,53829,54197,108026
0,ARMIDALE,2014,45,61550,61824,123374,0,0,0,61550,61824,123374
0,ARMIDALE,2015,44,62728,62607,125335,0,0,0,62728,62607,125335
0,ARMIDALE,2016,42,64206,64653,128859,0,0,0,64206,64653,128859
0,ARMIDALE,2017,43,66068,66176,132244,0,0,0,66068,66176,132244
0,ARMIDALE,2018,42,64566,64070,128636,0,0,0,64566,64070,128636
1,AURUKUN,1985,-,2122,2075,4197,0,0,0,2122,2075,4197
0,AURUKUN,1986,-,2160,2079,4239,0,0,0,2160,2079,4239
0,AURUKUN,1987,-,1262,1156,2418,0,0,0,1262,1156,2418
0,AURUKUN,1988,-,0,0,0,0,0,0,0,0,0
0,AURUKUN,1989,-,0,0,0,0,0,0,0,0,0
0,AURUKUN,1990,-,295,297,592,0,0,0,295,297,592
0,AURUKUN,1991,-,1085,1025,2110,0,0,0,1085,1025,2110
0,AURUKUN,1992,-,1074,898,1972,0,0,0,1074,898,1972
0,AURUKUN,1993,-,877,764,1641,0,0,0,877,764,1641
0,AURUKUN,1994,-,0,0,0,0,0,0,0,0,0
0,AURUKUN,1995,-,0,0,0,0,0,0,0,0,0
0,AURUKUN,1996,-,500,500,1000,0,0,0,500,500,1000
0,AURUKUN,1997,-,1055,995,2050,0,0,0,1055,995,2050
0,AURUKUN,1998,-,1087,1003,2090,0,0,0,1087,1003,2090
0,AURUKUN,1999,-,1059,1028,2087,0,0,0,1059,1028,2087
0,AURUKUN,2000,-,925,830,1755,0,0,0,925,830,1755
0,AURUKUN,2001,-,1086,1005,2091,0,0,0,1086,1005,2091
0,AURUKUN,2002,-,1229,1100,2329,0,0,0,1229,1100,2329
0,AURUKUN,2003,-,1333,1185,2518,0,0,0,1333,1185,2518
0,AURUKUN,2004,-,1327,1212,2539,0,0,0,1327,1212,2539
0,AURUKUN,2005,-,1629,1587,3216,0,0,0,1629,1587,3216
0,AURUKUN,2006,-,1720,1603,3323,0,0,0,1720,1603,3323
0,AURUKUN,2007,-,1644,1592,3236,0,0,0,1644,1592,3236
0,AURUKUN,2008,-,3550,3613,7163,0,0,0,3550,3613,7163
0,AURUKUN,2009,-,4042,4159,8201,0,0,0,4042,4159,8201
0,AURUKUN,2010,-,3894,3962,7856,0,0,0,3894,3962,7856
0,AURUKUN,2011,-,3112,3100,6212,0,0,0,3112,3100,6212
0,AURUKUN,2012,-,3206,3087,6293,0,0,0,3206,3087,6293
0,AURUKUN,2013,-,3114,2968,6082,0,0,0,3114,2968,6082
0,AURUKUN,2014,-,2947,2936,5883,0,0,0,2947,2936,5883
0,AURUKUN,2015,-,2426,2462,4888,0,0,0,2426,2462,4888
0,AURUKUN,2016,-,3430,3344,6774,0,0,0,3430,3344,6774
0,AURUKUN,2017,-,5874,5848,11722,0,0,0,5874,5848,11722
0,AURUKUN,2018,-,7220,7129,14349,0,0,0,7220,7129,14349
1,AYERS ROCK,1985,34,35753,38364,74117,0,0,0,35753,38364,74117
0,AYERS ROCK,1986,23,47432,50189,97621,0,0,0,47432,50189,97621
0,AYERS ROCK,1987,22,62774,64996,127770,0,0,0,62774,64996,127770
0,AYERS ROCK,1988,24,53734,56000,109734,0,0,0,53734,56000,109734
0,AYERS ROCK,1989,32,28800,29005,57805,0,0,0,28800,29005,57805
0,AYERS ROCK,1990,27,43396,44442,87838,0,0,0,43396,44442,87838
0,AYERS ROCK,1991,20,62259,65161,127420,0,0,0,62259,65161,127420
0,AYERS ROCK,1992,18,78783,80999,159782,0,0,0,78783,80999,159782
0,AYERS ROCK,1993,17,109693,110620,220313,0,0,0,109693,110620,220313
0,AYERS ROCK,1994,16,135513,133656,269169,0,0,0,135513,133656,269169
0,AYERS ROCK,1995,16,152097,146887,298984,0,0,0,152097,146887,298984
0,AYERS ROCK,1996,14,183504,181930,365434,0,0,0,183504,181930,365434
0,AYERS ROCK,1997,14,203894,203581,407475,0,0,0,203894,203581,407475
0,AYERS ROCK,1998,14,198851,197903,396754,0,0,0,198851,197903,396754
0,AYERS ROCK,1999,14,216186,216273,432459,0,0,0,216186,216273,432459
0,AYERS ROCK,2000,14,224111,225836,449947,0,0,0,224111,225836,449947
0,AYERS ROCK,2001,14,199622,200085,399707,0,0,0,199622,200085,399707
0,AYERS ROCK,2002,14,184278,184892,369170,0,0,0,184278,184892,369170
0,AYERS ROCK,2003,17,164874,164262,329136,0,0,0,164874,164262,329136
0,AYERS ROCK,2004,19,173000,172175,345175,0,0,0,173000,172175,345175
0,AYERS ROCK,2005,19,188137,187177,375314,0,0,0,188137,187177,375314
0,AYERS ROCK,2006,19,193957,189676,383633,0,0,0,193957,189676,383633
0,AYERS ROCK,2007,19,190059,187940,377999,0,0,0,190059,187940,377999
0,AYERS ROCK,2008,21,168657,169620,338277,0,0,0,168657,169620,338277
0,AYERS ROCK,2009,23,147040,148415,295455,0,0,0,147040,148415,295455
0,AYERS ROCK,2010,23,147113,146696,293809,0,0,0,147113,146696,293809
0,AYERS ROCK,2011,24,149558,148852,298410,0,0,0,149558,148852,298410
0,AYERS ROCK,2012,27,141478,144124,285602,0,0,0,141478,144124,285602
0,AYERS ROCK,2013,31,115553,117841,233394,0,0,0,115553,117841,233394
0,AYERS ROCK,2014,26,136268,139067,275335,0,0,0,136268,139067,275335
0,AYERS ROCK,2015,27,158271,158505,316776,0,0,0,158271,158505,316776
0,AYERS ROCK,2016,24,178243,181163,359406,0,0,0,178243,181163,359406
0,AYERS ROCK,2017,24,181772,184192,365964,0,0,0,181772,184192,365964
0,AYERS ROCK,2018,22,207359,208957,416316,0,0,0,207359,208957,416316
1,BALLINA,1985,-,0,0,0,0,0,0,0,0,0
0,BALLINA,1986,-,521,404,925,0,0,0,521,404,925
0,BALLINA,1987,-,13256,10423,23679,0,0,0,13256,10423,23679
0,BALLINA,1988,-,16825,13374,30199,0,0,0,16825,13374,30199
0,BALLINA,1989,-,11132,9510,20642,0,0,0,11132,9510,20642
0,BALLINA,1990,38,26838,23468,50306,0,0,0,26838,23468,50306
0,BALLINA,1991,38,27474,27010,54484,0,0,0,27474,27010,54484
0,BALLINA,1992,37,33230,32633,65863,0,0,0,33230,32633,65863
0,BALLINA,1993,40,32077,32093,64170,0,0,0,32077,32093,64170
0,BALLINA,1994,41,36242,36746,72988,0,0,0,36242,36746,72988
0,BALLINA,1995,39,38361,37915,76276,0,0,0,38361,37915,76276
0,BALLINA,1996,37,42100,40609,82709,0,0,0,42100,40609,82709
0,BALLINA,1997,35,47051,46898,93949,0,0,0,47051,46898,93949
0,BALLINA,1998,34,49186,49372,98558,0,0,0,49186,49372,98558
0,BALLINA,1999,32,53256,53600,106856,0,0,0,53256,53600,106856
0,BALLINA,2000,34,49319,49405,98724,0,0,0,49319,49405,98724
0,BALLINA,2001,33,45378,45645,91023,0,0,0,45378,45645,91023
0,BALLINA,2002,33,42630,42931,85561,0,0,0,42630,42931,85561
0,BALLINA,2003,37,39933,40405,80338,0,0,0,39933,40405,80338
0,BALLINA,2004,29,68593,69487,138080,0,0,0,68593,69487,138080
0,BALLINA,2005,24,113117,114534,227651,0,0,0,113117,114534,227651
0,BALLINA,2006,22,154035,156229,310264,0,0,0,154035,156229,310264
0,BALLINA,2007,23,158320,159433,317753,0,0,0,158320,159433,317753
0,BALLINA,2008,23,159495,159560,319055,0,0,0,159495,159560,319055
0,BALLINA,2009,22,158338,159976,318314,0,0,0,158338,159976,318314
0,BALLINA,2010,25,134287,134602,268889,0,0,0,134287,134602,268889
0,BALLINA,2011,23,154145,156354,310499,0,0,0,154145,156354,310499
0,BALLINA,2012,24,172140,173871,346011,0,0,0,172140,173871,346011
0,BALLINA,2013,25,190200,192147,382347,0,0,0,190200,192147,382347
0,BALLINA,2014,22,205441,208754,414195,0,0,0,205441,208754,414195
0,BALLINA,2015,20,226242,228656,454898,0,0,0,226242,228656,454898
0,BALLINA,2016,20,244310,243613,487923,0,0,0,244310,243613,487923
0,BALLINA,2017,18,254601,254978,509579,0,0,0,254601,254978,509579
0,BALLINA,2018,18,268933,269247,538180,0,0,0,268933,269247,538180
1,BAMAGA,1985,-,2411,2475,4886,0,0,0,2411,2475,4886
0,BAMAGA,1986,-,3145,3607,6752,0,0,0,3145,3607,6752
0,BAMAGA,1987,-,3988,3964,7952,0,0,0,3988,3964,7952
0,BAMAGA,1988,-,4395,4479,8874,0,0,0,4395,4479,8874
0,BAMAGA,1989,-,4178,4252,8430,0,0,0,4178,4252,8430
0,BAMAGA,1990,-,1870,2427,4297,0,0,0,1870,2427,4297
0,BAMAGA,1991,-,4373,4540,8913,0,0,0,4373,4540,8913
0,BAMAGA,1992,-,5553,5819,11372,0,0,0,5553,5819,11372
0,BAMAGA,1993,-,4495,4577,9072,0,0,0,4495,4577,9072
0,BAMAGA,1994,-,4360,4743,9103,0,0,0,4360,4743,9103
0,BAMAGA,1995,-,4195,4918,9113,0,0,0,4195,4918,9113
0,BAMAGA,1996,-,3213,3357,6570,0,0,0,3213,3357,6570
0,BAMAGA,1997,-,4477,4633,9110,0,0,0,4477,4633,9110
0,BAMAGA,1998,-,5168,5462,10630,0,0,0,5168,5462,10630
0,BAMAGA,1999,-,5482,5699,11181,0,0,0,5482,5699,11181
0,BAMAGA,2000,-,4261,4641,8902,0,0,0,4261,4641,8902
0,BAMAGA,2001,-,2145,1965,4110,0,0,0,2145,1965,4110
0,BAMAGA,2002,-,0,0,0,0,0,0,0,0,0
0,BAMAGA,2003,-,0,0,0,0,0,0,0,0,0
0,BAMAGA,2004,-,0,0,0,0,0,0,0,0,0
0,BAMAGA,2005,-,0,0,0,0,0,0,0,0,0
0,BAMAGA,2006,-,0,0,0,0,0,0,0,0,0
0,BAMAGA,2007,-,0,0,0,0,0,0,0,0,0
0,BAMAGA,2008,-,5653,6009,11662,0,0,0,5653,6009,11662
0,BAMAGA,2009,-,5504,6381,11885,0,0,0,5504,6381,11885
0,BAMAGA,2010,-,7272,8204,15476,0,0,0,7272,8204,15476
0,BAMAGA,2011,-,6576,7089,13665,0,0,0,6576,7089,13665
0,BAMAGA,2012,-,5771,6397,12168,0,0,0,5771,6397,12168
0,BAMAGA,2013,-,5961,6171,12132,0,0,0,5961,6171,12132
0,BAMAGA,2014,-,5914,6315,12229,0,0,0,5914,6315,12229
0,BAMAGA,2015,-,4904,5477,10381,0,0,0,4904,5477,10381
0,BAMAGA,2016,-,6766,7379,14145,0,0,0,6766,7379,14145
0,BAMAGA,2017,-,8934,9439,18373,0,0,0,8934,9439,18373
0,BAMAGA,2018,-,10372,10949,21321,0,0,0,10372,10949,21321
1,BATHURST,1985,-,6185,6201,12386,0,0,0,6185,6201,12386
0,BATHURST,1986,-,6632,6632,13264,0,0,0,6632,6632,13264
0,BATHURST,1987,-,6863,6848,13711,0,0,0,6863,6848,13711
0,BATHURST,1988,-,6899,6902,13801,0,0,0,6899,6902,13801
0,BATHURST,1989,-,4799,4889,9688,0,0,0,4799,4889,9688
0,BATHURST,1990,-,5076,4959,10035,0,0,0,5076,4959,10035
0,BATHURST,1991,-,5618,5773,11391,0,0,0,5618,5773,11391
0,BATHURST,1992,-,7165,7751,14916,0,0,0,7165,7751,14916
0,BATHURST,1993,-,7857,8056,15913,0,0,0,7857,8056,15913
0,BATHURST,1994,-,8486,8701,17187,0,0,0,8486,8701,17187
0,BATHURST,1995,-,8300,8310,16610,0,0,0,8300,8310,16610
0,BATHURST,1996,-,8487,8082,16569,0,0,0,8487,8082,16569
0,BATHURST,1997,-,8197,8045,16242,0,0,0,8197,8045,16242
0,BATHURST,1998,-,9227,9311,18538,0,0,0,9227,9311,18538
0,BATHURST,1999,-,9350,9045,18395,0,0,0,9350,9045,18395
0,BATHURST,2000,-,9561,9171,18732,0,0,0,9561,9171,18732
0,BATHURST,2001,-,7515,7120,14635,0,0,0,7515,7120,14635
0,BATHURST,2002,-,6854,6994,13848,0,0,0,6854,6994,13848
0,BATHURST,2003,-,6942,6884,13826,0,0,0,6942,6884,13826
0,BATHURST,2004,-,9405,9242,18647,0,0,0,9405,9242,18647
0,BATHURST,2005,-,10110,10112,20222,0,0,0,10110,10112,20222
0,BATHURST,2006,-,11598,11476,23074,0,0,0,11598,11476,23074
0,BATHURST,2007,-,12207,12370,24577,0,0,0,12207,12370,24577
0,BATHURST,2008,-,11868,11958,23826,0,0,0,11868,11958,23826
0,BATHURST,2009,-,11609,11709,23318,0,0,0,11609,11709,23318
0,BATHURST,2010,-,12619,12926,25545,0,0,0,12619,12926,25545
0,BATHURST,2011,-,13644,13355,26999,0,0,0,13644,13355,26999
0,BATHURST,2012,-,11164,11105,22269,0,0,0,11164,11105,22269
0,BATHURST,2013,-,9789,9828,19617,0,0,0,9789,9828,19617
0,BATHURST,2014,-,9573,9557,19130,0,0,0,9573,9557,19130
0,BATHURST,2015,-,8999,8708,17707,0,0,0,8999,8708,17707
0,BATHURST,2016,-,10291,10168,20459,0,0,0,10291,10168,20459
0,BATHURST,2017,-,10309,10147,20456,0,0,0,10309,10147,20456
0,BATHURST,2018,-,10380,10367,20747,0,0,0,10380,10367,20747
1,BATHURST ISLAND,1985,-,5937,4659,10596,0,0,0,5937,4659,10596
0,BATHURST ISLAND,1986,-,4141,3800,7941,0,0,0,4141,3800,7941
0,BATHURST ISLAND,1987,-,5143,4350,9493,0,0,0,5143,4350,9493
0,BATHURST ISLAND,1988,-,6997,5328,12325,0,0,0,6997,5328,12325
0,BATHURST ISLAND,1989,-,1110,923,2033,0,0,0,1110,923,2033
0,BATHURST ISLAND,1990,-,0,0,0,0,0,0,0,0,0
0,BATHURST ISLAND,1991,-,856,833,1689,0,0,0,856,833,1689
0,BATHURST ISLAND,1992,-,4296,3758,8054,0,0,0,4296,3758,8054
0,BATHURST ISLAND,1993,-,4481,4027,8508,0,0,0,4481,4027,8508
0,BATHURST ISLAND,1994,-,3697,3413,7110,0,0,0,3697,3413,7110
0,BATHURST ISLAND,1995,-,2856,2856,5712,0,0,0,2856,2856,5712
0,BATHURST ISLAND,1996,-,5569,5569,11138,0,0,0,5569,5569,11138
0,BATHURST ISLAND,1997,-,5988,5988,11976,0,0,0,5988,5988,11976
0,BATHURST ISLAND,1998,-,6212,6212,12424,0,0,0,6212,6212,12424
0,BATHURST ISLAND,1999,-,6114,6114,12228,0,0,0,6114,6114,12228
